I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk
@_,GRG.L,Greggs plc,Consumer Cyclical,Restaurants,3.00,1666.00 - 1722.00,1747.00 - 1770.00,81.00 - 104.00,1728.00,339.00,969281,5,1.427
*_,GRI.L,Grainger plc,Real Estate,Real Estate Services,0.50,204.50 - 211.00,209.00 - 213.50,4.50 - 9.00,205.00,165.50,2069360,6,0.693
*_,GRL.L,Goldstone Resources Limited,Basic Materials,Gold,0.44,0.52 - 0.55,0.56 - 0.60,0.04 - 0.08,0.52,2686.30,10231338,8,0.449
@_,GROC.L,GreenRoc Strategic Materials Plc,Basic Materials,Other Industrial Metals & Mining,0.00,2.10 - 2.27,2.27 - 2.35,0.17 - 0.25,2.30,2712.88,1442127,6,0.13
@_,GROW.L,Molten Ventures Ord,Financial Services,Asset Management,6.00,317.20 - 317.20,350.40 - 350.40,33.20 - 33.20,349.20,498.00,463246,4,UNKNOWN
@_,GRX.L,GreenX Metals Limited,Basic Materials,Copper,1.67,34.60 - 35.50,36.10 - 36.85,1.50 - 2.25,35.50,592.20,31153,2,0.796
@_,GSCT.L,The Global Smaller Companies Trust Ord,Financial Services,Asset Management,5.00,161.78 - 161.78,163.98 - 163.98,2.20 - 2.20,163.20,66.00,450656,4,UNKNOWN
*_,GSCU.L,Great Southern Copper PLC,Basic Materials,Copper,0.60,3.00 - 3.35,3.17 - 3.57,0.17 - 0.57,3.30,1759.84,1004460,6,-0.666
@_,GSK.L,GSK plc,Healthcare,Drug Manufacturers General,2.00,1391.50 - 1391.50,1458.00 - 1458.00,66.50 - 66.50,1408.50,199.50,8033259,7,0.274
*_,GST.L,GSTechnologies Ltd.,Technology,Information Technology Services,0.40,1.23 - 1.43,1.30 - 1.49,0.06 - 0.26,1.24,1466.14,21976768,8,-0.112
*_,GTC.L,Getech Group plc,Energy,Oil & Gas Equipment & Services,2.00,1.90 - 1.91,2.10 - 2.19,0.20 - 0.29,1.90,1258.89,309010,4,0.442
@_,GTE.L,Gran Tierra Energy Inc.,Energy,Oil & Gas E&P,2.67,340.60 - 350.00,355.00 - 390.00,14.40 - 49.40,360.00,1030.40,533,1,0.794
@_,GTLY.L,Gateley (Holdings) Plc,Industrials,Consulting Services,0.86,132.50 - 133.60,134.40 - 135.00,1.90 - 2.50,133.50,438.82,90343,3,0.605
@_,GUN.L,Gunsynd Plc,Financial Services,Asset Management,3.00,0.13 - 0.13,0.14 - 0.14,0.01 - 0.01,0.14,384.61,4471194,6,0.567
@_,GWMO.L,Great Western Mining Corporation PLC,Basic Materials,Other Industrial Metals & Mining,0.00,0.90 - 0.92,0.96 - 1.00,0.06 - 0.09,0.95,1858.56,1126225,6,0.044
*_,GYM.L,The Gym Group plc,Consumer Cyclical,Leisure,0.50,152.20 - 156.16,155.68 - 159.20,3.48 - 7.00,152.58,396.48,371543,4,1.434
*_,HAMA.L,Hamak Gold Limited,Basic Materials,Gold,0.33,1.04 - 2.69,1.17 - 2.75,0.13 - 1.71,1.95,10283.60,31008232,8,0.174
*_,HAS.L,Hays plc,Industrials,Staffing & Employment Services,0.50,65.91 - 68.15,67.25 - 68.90,1.34 - 2.99,66.45,155.25,5692735,7,1.065
@_,HAYD.L,Haydale Graphene Industries plc,Basic Materials,Specialty Chemicals,0.18,0.62 - 0.82,0.68 - 0.87,0.06 - 0.25,0.88,3951.79,18772902,8,2.253
@_,HBR.L,Harbour Energy plc,Energy,Oil & Gas E&P,1.67,199.30 - 202.20,203.20 - 205.60,3.90 - 6.30,205.00,321.60,1512294,6,-0.299
@_,HCM.L,HUTCHMED (China) Limited,Healthcare,Drug Manufacturers Specialty & Generic,0.50,223.00 - 230.00,234.00 - 241.00,11.00 - 18.00,232.08,766.00,16757,2,0.605
@_,HDD.L,Hardide plc,Basic Materials,Specialty Chemicals,0.00,8.00 - 8.05,8.25 - 8.25,0.25 - 0.25,8.00,430.21,31459,2,0.335
@_,HE1.L,Helium One Global Limited,Energy,Oil & Gas E&P,0.43,0.92 - 0.95,0.95 - 0.99,0.03 - 0.07,1.00,1443.27,26503754,8,0.141
@_,HEAD.L,Headlam Group plc,Consumer Cyclical,Furnishings  Fixtures & Appliances,1.00,86.74 - 87.60,88.80 - 89.80,2.06 - 3.06,88.00,242.82,44497,2,1.258
*_,HEMO.L,Hemogenyx Pharmaceuticals Plc,Healthcare,Biotechnology,0.25,150.30 - 153.25,153.50 - 156.18,3.20 - 5.88,142.25,885.86,31580,2,0.674
*_,HERC.L,Hercules Plc,Industrials,Staffing & Employment Services,1.33,44.20 - 44.50,44.98 - 45.98,0.78 - 1.78,44.00,397.41,68442,3,0.58
@_,HET.L,Henderson European Trust Ord,Financial Services,Asset Management,3.00,200.50 - 200.50,205.50 - 205.50,5.00 - 5.00,203.50,120.00,573107,5,UNKNOWN
*_,HEX.L,Helix Exploration PLC,Basic Materials,Other Industrial Metals & Mining,0.25,26.28 - 26.77,26.75 - 27.69,0.47 - 1.41,26.18,672.51,1428722,6,UNKNOWN
*_,HFD.L,Halfords Group plc,Consumer Cyclical,Specialty Retail,1.00,148.80 - 149.80,151.00 - 153.60,2.20 - 4.80,146.20,198.00,485855,4,0.968
@_,HFEL.L,Henderson Far East Income Ord,Financial Services,Asset Management,3.00,228.50 - 228.50,232.00 - 232.00,3.50 - 3.50,231.50,73.50,UNKNOWN,0,UNKNOWN
*_,HFG.L,Hilton Food Group plc,Consumer Defensive,Packaged Foods,1.00,849.00 - 849.00,878.78 - 878.78,29.78 - 29.78,842.00,148.90,194861,3,0.651
@_,HGT.L,HgCapital Trust Ord,UNKNOWN,UNKNOWN,3.00,498.00 - 498.00,510.00 - 510.00,12.00 - 12.00,514.00,120.00,487637,4,UNKNOWN
@_,HHI.L,Henderson High Income Ord,Financial Services,Asset Management,7.00,178.50 - 178.50,182.50 - 182.50,4.00 - 4.00,182.50,112.00,159203,3,UNKNOWN
@_,HICL.L,HICL Infrastructure PLC Ord,Financial Services,Asset Management,2.00,117.20 - 117.20,120.00 - 120.00,2.80 - 2.80,120.00,117.60,4346555,6,UNKNOWN
@_,HIK.L,Hikma Pharmaceuticals PLC,Healthcare,Drug Manufacturers Specialty & Generic,6.00,1962.00 - 1962.00,1997.00 - 1997.00,35.00 - 35.00,1967.00,70.00,373668,4,0.66
@_,HILS.L,Hill & Smith PLC,Industrials,Engineering & Construction,3.50,1808.00 - 1814.00,1846.00 - 1916.00,38.00 - 108.00,1898.00,280.00,246921,4,1.14
*_,HLCL.L,Helical plc,Real Estate,Real Estate Services,1.00,221.00 - 223.50,227.00 - 229.00,6.00 - 8.00,222.50,376.20,117676,3,0.709
@_,HLMA.L,Halma plc,Industrials,Conglomerates,3.00,3142.00 - 3186.00,3210.00 - 3242.00,68.00 - 100.00,3216.00,124.00,506901,5,0.612
*_,HLN.L,Haleon plc,Healthcare,Drug Manufacturers Specialty & Generic,3.00,367.70 - 373.20,372.10 - 378.20,4.40 - 10.50,367.80,122.20,21511978,8,0.242
@_,HMI.L,Harvest Minerals Limited,Basic Materials,Agricultural Inputs,0.50,0.30 - 0.34,0.33 - 0.35,0.03 - 0.05,0.32,1593.51,1060380,6,0.194
*_,HMSO.L,Hammerson Plc,Real Estate,REIT Retail,1.00,292.20 - 292.60,295.60 - 295.80,3.40 - 3.60,287.80,112.20,903508,5,2.068
@_,HOC.L,Hochschild Mining plc,Basic Materials,Gold,1.17,259.80 - 277.09,266.20 - 286.60,6.40 - 26.80,286.60,918.99,2046459,6,0.395
@_,HREE.L,Harena Resources plc,Basic Materials,Other Industrial Metals & Mining,0.00,1.00 - 1.00,1.10 - 1.10,0.10 - 0.10,1.10,500.00,104357,3,UNKNOWN
@_,HRI.L,Herald Ord,Financial Services,Asset Management,4.00,2295.00 - 2295.00,2345.00 - 2345.00,50.00 - 50.00,2345.00,100.00,46701,2,UNKNOWN
@_,HSBA.L,HSBC Holdings plc,Financial Services,Banks Diversified,2.00,881.60 - 906.50,900.90 - 917.75,19.30 - 36.15,910.30,207.00,13843719,8,0.494
*_,HSD.L,Hansard Global plc,Financial Services,Insurance Life,0.75,48.20 - 49.85,49.80 - 51.50,1.60 - 3.30,49.75,754.77,15634,2,0.335
@_,HSL.L,Henderson Smaller Companies Ord,Financial Services,Asset Management,3.00,856.00 - 856.00,871.00 - 871.00,15.00 - 15.00,864.00,75.00,116261,3,UNKNOWN
@_,HSP.L,Hargreaves Services Plc,Industrials,Conglomerates,0.00,742.00 - 760.00,765.00 - 770.00,23.00 - 28.00,764.00,330.00,43657,2,0.726
@_,HSS.L,HSS Hire Group plc,Industrials,Rental & Leasing Services,0.00,7.10 - 9.05,7.37 - 9.30,0.27 - 2.20,9.30,1993.69,4054981,6,0.084
*_,HSW.L,Hostelworld Group plc,Consumer Cyclical,Travel Services,1.25,124.50 - 140.00,130.00 - 147.57,5.50 - 23.07,129.50,918.93,182760,3,1.4
@_,HSX.L,Hiscox Ltd,Financial Services,Insurance Property & Casualty,1.00,1221.00 - 1248.00,1251.00 - 1261.00,30.00 - 40.00,1236.00,224.00,946205,5,0.593
*_,HTG.L,Hunting PLC,Energy,Oil & Gas Equipment & Services,1.00,302.26 - 331.50,307.01 - 338.80,4.75 - 36.54,323.50,945.05,414071,4,0.86
@_,HTWS.L,Helios Towers plc,Communication Services,Telecom Services,1.50,118.20 - 118.20,121.60 - 123.40,3.40 - 5.20,119.20,361.20,2497323,6,0.647
*_,HUD.L,Huddled Group Plc,Communication Services,Entertainment,0.25,3.11 - 3.42,3.25 - 3.57,0.14 - 0.46,3.20,1251.77,859388,5,1.634
*_,HUI.L,Hydrogen Utopia International PLC,Industrials,Waste Management,0.00,1.50 - 1.58,1.59 - 1.73,0.09 - 0.23,1.52,3996.62,1607771,6,1.091
*_,HUW.L,Helios Underwriting plc,Financial Services,Insurance Reinsurance,0.33,221.04 - 223.40,225.00 - 227.87,3.96 - 6.83,212.00,262.24,29199,2,-0.117
*_,HVO.L,hVIVO plc,Healthcare,Biotechnology,0.43,10.06 - 10.55,10.40 - 10.90,0.34 - 0.84,9.89,862.93,1148637,6,1.045
*_,HWDN.L,Howden Joinery Group Plc,Consumer Cyclical,Furnishings  Fixtures & Appliances,1.00,814.50 - 829.50,828.00 - 847.50,13.50 - 33.00,816.00,189.00,1516059,6,1.074
@_,HWG.L,Harworth Group plc,Real Estate,Real Estate Development,1.33,184.00 - 187.57,186.28 - 190.00,2.28 - 6.00,189.00,215.74,306359,4,0.601
@_,IAD.L,Invesco Asia Dragon Ordinary Shares,Financial Services,Asset Management,7.00,346.96 - 346.96,354.00 - 354.00,7.04 - 7.04,354.00,98.56,232836,4,UNKNOWN
@_,IAG.L,International Consolidated Airlines Group S.A.,Industrials,Airlines,1.67,342.40 - 360.10,346.40 - 371.83,4.00 - 29.43,368.45,443.69,22053836,8,2.037
@_,IBAI.L,Imaging Biometrics Ltd.,Healthcare,Health Information Services,0.50,0.68 - 0.69,0.70 - 0.77,0.01 - 0.09,0.75,1462.12,621865,5,2.642
@_,IBST.L,Ibstock plc,Basic Materials,Building Materials,2.00,144.60 - 151.40,153.48 - 154.20,8.88 - 9.60,151.80,395.04,3234938,6,0.9
@_,IBT.L,International Biotechnology Ord,Healthcare,Biotechnology,4.00,584.00 - 584.00,632.00 - 632.00,48.00 - 48.00,632.00,384.00,145651,3,UNKNOWN
@_,ICG.L,Intermediate Capital Group plc,Financial Services,Asset Management,3.50,1907.00 - 1925.00,1968.00 - 2010.00,61.00 - 103.00,2002.00,292.00,630244,5,1.802
@_,ICGC.L,Irish Continental Group plc,Industrials,Marine Shipping,8.00,478.00 - 478.00,504.00 - 504.00,26.00 - 26.00,504.00,260.00,806,1,0.713
@_,ICON.L,Iconic Labs Plc,Communication Services,Advertising Agencies,1.33,2.50 - 2.73,2.75 - 3.00,0.25 - 0.50,2.75,1602.78,198969,3,0.276
*_,IDHC.L,Integrated Diagnostics Holdings plc,Healthcare,Diagnostics & Research,1.00,0.32 - 0.33,0.33 - 0.35,0.01 - 0.03,0.33,922.20,104833,3,0.233
@_,IDOX.L,IDOX plc,Technology,Software Application,0.33,64.20 - 65.40,65.60 - 67.00,1.40 - 2.80,66.00,305.40,1260268,6,0.208
@_,IEM.L,Impax Environmental Markets Ord,Financial Services,Asset Management,3.00,382.00 - 382.00,390.00 - 390.00,8.00 - 8.00,390.00,104.00,464523,4,UNKNOWN
@_,IES.L,Invinity Energy Systems plc,Industrials,Electrical Equipment & Parts,0.33,23.18 - 23.75,23.89 - 26.91,0.70 - 3.73,27.50,1349.54,569005,5,1.48
@_,IGC.L,India Capital Growth Ord,Financial Services,Asset Management,7.00,177.50 - 177.50,181.50 - 181.50,4.00 - 4.00,181.00,112.00,UNKNOWN,0,UNKNOWN
@_,IGE.L,Image Scan Holdings Plc,Industrials,Security & Protection Services,3.00,1.31 - 1.54,1.65 - 1.79,0.34 - 0.48,1.65,3141.07,411700,4,0.089
@_,IGET.L,Invesco Global Equity Income Trust ord,Financial Services,Asset Management,3.00,366.00 - 367.00,370.00 - 374.00,4.00 - 8.00,374.00,143.00,150432,3,UNKNOWN
@_,IGG.L,IG Group Holdings plc,Financial Services,Capital Markets,2.33,1046.00 - 1067.00,1068.00 - 1080.00,22.00 - 34.00,1076.00,216.00,753835,5,0.667
*_,IGP.L,Intercede Group plc,Technology,Software Application,0.20,175.00 - 185.00,177.50 - 189.25,2.50 - 14.25,169.50,377.62,70132,3,1.362
*_,IGR.L,IG Design Group plc,Consumer Cyclical,Specialty Retail,0.00,76.02 - 76.67,77.00 - 80.00,0.98 - 3.98,74.00,407.55,84029,3,0.723
*_,IHC.L,Inspiration Healthcare Group plc,Healthcare,Medical Devices,0.00,20.00 - 21.06,20.75 - 22.00,0.75 - 2.00,20.50,1314.53,60359,3,0.474
@_,IHP.L,IntegraFin Holdings plc,Financial Services,Asset Management,0.75,316.00 - 319.00,319.40 - 327.50,3.40 - 11.50,320.50,328.50,830061,5,1.284
@_,III.L,3i Group Ord,Financial Services,Asset Management,6.00,4042.00 - 4042.00,4205.00 - 4205.00,163.00 - 163.00,4185.00,163.00,UNKNOWN,0,UNKNOWN
*_,IKA.L,Ilika plc,Industrials,Electrical Equipment & Parts,0.44,38.10 - 40.26,39.25 - 41.19,1.15 - 3.09,39.25,947.64,136579,3,2.292
@_,IMB.L,Imperial Brands PLC,Consumer Defensive,Tobacco,3.00,2814.00 - 2847.00,2876.00 - 2931.00,62.00 - 117.00,2915.00,146.00,1746812,6,0.257
@_,IMC.L,IMC Exploration Group Public Limited Company,Basic Materials,Other Industrial Metals & Mining,0.00,0.58 - 0.58,0.67 - 0.67,0.09 - 0.09,0.63,769.23,248074,4,UNKNOWN
@_,IMI.L,IMI plc,Industrials,Specialty Industrial Machinery,1.00,2076.00 - 2092.00,2126.00 - 2156.00,50.00 - 80.00,2139.00,228.00,962184,5,0.925
*_,IMM.L,ImmuPharma plc,Healthcare,Biotechnology,0.38,2.10 - 2.25,2.15 - 2.37,0.05 - 0.27,2.14,1286.12,1289467,6,2.606
@_,INCH.L,Inchcape plc,Consumer Cyclical,Auto & Truck Dealerships,2.00,747.00 - 767.50,779.50 - 781.50,32.50 - 34.50,772.25,279.00,883666,5,0.975
@_,INDI.L,Indus Gas Limited,Energy,Oil & Gas E&P,0.00,7.20 - 7.56,7.69 - 19.00,0.49 - 11.80,12.60,8042.24,633960,5,0.411
@_,INDV.L,Indivior PLC,Healthcare,Drug Manufacturers Specialty & Generic,0.75,1074.00 - 1117.16,1117.00 - 1149.00,43.00 - 75.00,1139.00,487.68,199079,3,0.246
@_,INF.L,Informa plc,Communication Services,Publishing,1.67,805.20 - 819.00,818.00 - 841.20,12.80 - 36.00,835.70,301.20,4163049,6,0.905
@_,ING.L,Ingenta plc,Technology,Software Application,0.25,66.00 - 66.50,67.46 - 69.16,1.46 - 3.16,66.50,609.00,15573,2,0.022
@_,INOV.L,Schroders Capital Global Innov Trust Ord,Financial Services,Asset Management,7.00,14.90 - 14.90,15.50 - 15.50,0.60 - 0.60,15.50,201.00,2658296,6,UNKNOWN
@_,INPP.L,International Public Partnerships Limited,UNKNOWN,UNKNOWN,4.00,118.80 - 118.80,121.20 - 121.20,2.40 - 2.40,121.20,100.80,UNKNOWN,0,UNKNOWN
@_,INSE.L,Inspired Plc,Industrials,Specialty Business Services,1.00,80.00 - 80.00,81.00 - 81.00,1.00 - 1.00,80.50,62.00,2150093,6,0.607
*_,INSG.L,Insig AI Plc,Technology,Software Infrastructure,0.20,23.00 - 26.00,23.50 - 27.00,0.50 - 4.00,23.00,963.32,174030,3,-0.587
@_,INVP.L,Investec Group,Financial Services,Capital Markets,1.67,541.00 - 550.50,552.50 - 559.00,11.50 - 18.00,547.50,247.50,1362075,6,0.531
*_,INVR.L,Investec Plc,Financial Services,Capital Markets,1.00,652.50 - 652.50,664.70 - 664.75,12.20 - 12.25,650.00,171.15,2022,1,UNKNOWN
@_,IOF.L,Iofina plc,Basic Materials,Specialty Chemicals,0.67,23.50 - 24.40,24.80 - 25.00,1.30 - 1.50,24.80,1067.21,531307,5,0.505
@_,IOM.L,iomart Group plc,Technology,Software Infrastructure,0.11,28.57 - 29.78,29.32 - 30.72,0.75 - 2.15,30.00,1390.29,156239,3,0.418
@_,IPC.L,International Paper Company,Consumer Cyclical,Packaging & Containers,1.67,3560.00 - 3655.00,3665.00 - 3875.00,105.00 - 315.00,3855.00,410.00,54173,3,0.994
*_,IPF.L,International Personal Finance plc,Financial Services,Credit Services,0.67,170.00 - 172.37,173.00 - 174.40,3.00 - 4.40,170.80,228.23,336344,4,1.111
@_,IPO.L,IP Group Plc,Financial Services,Asset Management,0.83,52.50 - 55.80,54.00 - 57.50,1.50 - 5.00,57.30,614.48,2599547,6,1.245
@_,IPX.L,Impax Asset Management Group Plc,Financial Services,Asset Management,0.60,182.80 - 198.60,190.67 - 202.18,7.87 - 19.38,198.20,693.73,421890,4,1.497
@_,IQE.L,IQE plc,Technology,Semiconductor Equipment & Materials,0.20,9.78 - 9.91,9.97 - 10.10,0.19 - 0.32,10.00,426.68,2465305,6,1.714
@_,ITH.L,Ithaca Energy plc,Energy,Oil & Gas E&P,0.80,153.20 - 164.40,158.60 - 166.86,5.40 - 13.66,167.20,566.51,764192,5,0.478
@_,ITIM.L,Itim Group Plc,Technology,Software Application,5.00,48.50 - 49.50,52.00 - 52.00,3.50 - 3.50,49.50,613.00,3925,1,0.749
*_,ITM.L,ITM Power Plc,Industrials,Specialty Industrial Machinery,0.50,80.30 - 89.50,87.90 - 95.00,7.60 - 14.70,82.60,1272.93,4727627,6,2.667
@_,ITRK.L,Intertek Group plc,Industrials,Specialty Business Services,1.25,4768.00 - 4848.00,4824.00 - 4954.00,56.00 - 186.00,4889.00,275.00,280759,4,0.603
*_,ITV.L,ITV plc,Communication Services,Broadcasting,0.00,79.05 - 83.10,80.40 - 84.15,1.35 - 5.10,79.35,148.05,10293237,8,1.053
@_,ITX.L,Itaconix plc,Basic Materials,Specialty Chemicals,1.00,120.00 - 123.00,131.40 - 133.00,11.40 - 13.00,126.50,867.40,9073,1,1.061
@_,IWG.L,International Workplace Group plc,Real Estate,Real Estate Services,1.50,212.40 - 212.80,216.80 - 218.00,4.40 - 5.60,215.00,220.80,1374878,6,1.749
@_,IXI.L,IXICO plc,Healthcare,Biotechnology,0.00,9.50 - 9.52,9.93 - 10.00,0.43 - 0.50,9.75,477.84,31701,2,0.661
@_,JAGI.L,JPMorgan Asia Growth & Income Ord,Financial Services,Asset Management,1.00,378.44 - 378.44,382.94 - 382.94,4.50 - 4.50,381.50,58.50,181307,3,UNKNOWN
@_,JAN.L,Jangada Mines Plc,Basic Materials,Other Industrial Metals & Mining,0.00,0.90 - 1.01,1.05 - 1.19,0.15 - 0.29,1.22,7091.15,411294,4,0.99
@_,JARA.L,JPMorgan Global Core Real Assets Ord,Financial Services,Asset Management,1.00,73.00 - 73.60,74.40 - 75.00,1.40 - 2.00,75.00,189.60,UNKNOWN,0,UNKNOWN
@_,JCGI.L,JPMorgan China Growth & Income Ord,Financial Services,Asset Management,1.50,232.50 - 235.50,236.50 - 240.00,4.00 - 7.50,240.00,178.50,172629,3,UNKNOWN
@_,JCH.L,JPMorgan Claverhouse Ord,Financial Services,Asset Management,6.00,776.00 - 776.00,792.00 - 792.00,16.00 - 16.00,788.00,96.00,49805,2,UNKNOWN
*_,JD.L,JD Sports Fashion Plc,Consumer Cyclical,Apparel Retail,0.50,87.08 - 89.74,88.32 - 91.60,1.24 - 4.52,87.58,445.90,23915943,8,1.525
@_,JDW.L,J D Wetherspoon plc,Consumer Cyclical,Restaurants,2.00,766.38 - 769.00,777.00 - 784.00,10.62 - 17.62,775.00,153.72,337752,4,1.262
@_,JEDT.L,JPMorgan European Discovery Ord,Financial Services,Asset Management,7.00,559.00 - 559.00,581.00 - 581.00,22.00 - 22.00,581.00,176.00,168114,3,UNKNOWN
@_,JEGI.L,JPMorgan European Growth & Income Ord,Financial Services,Asset Management,6.00,122.00 - 122.00,125.00 - 125.00,3.00 - 3.00,124.50,120.00,1872259,6,UNKNOWN
@_,JEL.L,Jersey Electricity plc,Utilities,Utilities Regulated Electric,1.00,450.30 - 450.30,463.00 - 469.60,12.70 - 19.30,465.00,352.00,4333,1,0.157
@_,JEMI.L,JPMorgan Global Emerg Mkts Inc Ord,Financial Services,Asset Management,2.50,147.00 - 147.00,148.50 - 148.50,1.50 - 1.50,149.00,102.00,428460,4,UNKNOWN
*_,JET2.L,Jet2 plc,Consumer Cyclical,Travel Services,0.75,1651.00 - 1793.00,1718.00 - 1823.00,67.00 - 172.00,1689.00,375.16,839066,5,1.729
@_,JGGI.L,JPMorgan Global Growth & Income Ord,Financial Services,Asset Management,4.00,545.00 - 545.00,556.00 - 556.00,11.00 - 11.00,556.00,99.00,849426,5,UNKNOWN
*_,JHD.L,James Halstead plc,Industrials,Building Products & Equipment,0.00,157.00 - 159.50,159.40 - 163.50,2.40 - 6.50,158.50,275.90,199700,3,0.222
*_,JIM.L,Jarvis Securities plc,Financial Services,Capital Markets,0.33,18.00 - 21.56,18.50 - 23.40,0.50 - 5.40,21.50,2151.53,257818,4,-0.21
*_,JLP.L,Jubilee Metals Group PLC,Basic Materials,Other Industrial Metals & Mining,0.00,3.30 - 3.50,3.35 - 3.60,0.05 - 0.30,3.30,334.61,4031905,6,1.352
@_,JMAT.L,Johnson Matthey Plc,Basic Materials,Specialty Chemicals,1.00,1783.50 - 1828.00,1831.00 - 1867.02,47.50 - 83.52,1857.00,239.04,576310,5,0.85
@_,JMG.L,JPMorgan Emerging Markets Ord,Financial Services,Asset Management,3.00,116.20 - 116.20,117.40 - 117.40,1.20 - 1.20,117.20,51.60,1429374,6,UNKNOWN
@_,JNEO.L,Journeo plc,Industrials,Security & Protection Services,1.25,395.00 - 415.05,400.00 - 435.00,5.00 - 40.00,420.00,596.16,62237,3,0.048
*_,JOG.L,Jersey Oil and Gas Plc,Energy,Oil & Gas E&P,0.20,125.50 - 131.40,129.00 - 135.00,3.50 - 9.50,116.50,690.55,82380,3,0.222
@_,JSE.L,Jadestone Energy plc,Energy,Oil & Gas E&P,0.00,19.50 - 20.57,20.49 - 21.00,0.99 - 1.50,20.35,736.67,1182344,6,0.728
@_,JSG.L,Johnson Service Group PLC,Industrials,Specialty Business Services,0.00,134.00 - 134.00,146.20 - 146.20,12.20 - 12.20,144.20,451.40,3534325,6,1.582
@_,JTC.L,JTC PLC,Financial Services,Asset Management,1.00,828.00 - 836.00,840.00 - 848.00,12.00 - 20.00,842.00,221.95,508729,5,0.807
@_,JUP.L,Jupiter Fund Management Plc,Financial Services,Asset Management,0.67,102.00 - 120.80,104.80 - 122.20,2.80 - 20.20,123.40,1189.10,1288563,6,1.139
@_,JUSC.L,JPMorgan US Smaller Companies Ord,Financial Services,Asset Management,2.50,394.00 - 397.00,399.00 - 407.00,5.00 - 13.00,401.00,180.00,171409,3,UNKNOWN
*_,JUST.L,Just Group plc,Financial Services,Insurance Specialty,0.50,128.22 - 128.73,131.40 - 133.40,3.18 - 5.18,124.60,298.30,4308033,6,1.407
@_,KAV.L,Kavango Resources Plc,Basic Materials,Other Industrial Metals & Mining,0.00,1.00 - 1.06,1.10 - 1.15,0.10 - 0.15,1.10,1400.54,3144454,6,0.155
@_,KBT.L,K3 Business Technology Group plc,Technology,Information Technology Services,0.80,75.00 - 78.10,79.80 - 80.00,4.80 - 5.00,80.00,1081.56,28611,2,0.647
@_,KDNC.L,Cadence Minerals Plc,Basic Materials,Other Industrial Metals & Mining,0.36,1.50 - 1.60,1.67 - 1.70,0.17 - 0.20,1.60,4819.54,560540,5,1.766
@_,KDR.L,Karelian Diamond Resources Plc,Basic Materials,Other Precious Metals & Mining,2.00,0.56 - 0.60,0.64 - 0.68,0.08 - 0.12,0.62,1380.88,1872390,6,0.566
*_,KEFI.L,KEFI Gold and Copper Plc,Basic Materials,Gold,0.40,0.51 - 0.53,0.53 - 0.55,0.01 - 0.04,0.52,2002.95,17734874,8,1.237
@_,KEN.L,Kendrick Resources PLC,Basic Materials,Other Industrial Metals & Mining,0.00,0.23 - 0.27,0.28 - 0.28,0.05 - 0.05,0.28,2036.63,295001,4,-0.657
*_,KETL.L,Strix Group Plc,Technology,Electronic Components,3.00,41.65 - 41.65,42.80 - 42.80,1.15 - 1.15,40.75,138.00,321102,4,0.616
@_,KEYS.L,Keystone Law Group plc,Industrials,Specialty Business Services,0.50,602.00 - 608.00,613.34 - 618.00,11.34 - 16.00,615.00,346.72,21460,2,0.059
*_,KGF.L,Kingfisher plc,Consumer Cyclical,Home Improvement Retail,1.00,286.30 - 286.30,292.10 - 292.10,5.80 - 5.80,276.60,98.60,5821333,7,0.761
@_,KGH.L,Knights Group Holdings plc,Industrials,Specialty Business Services,0.00,191.38 - 194.10,194.50 - 196.50,3.12 - 5.12,200.15,736.87,96650,3,1.336
@_,KIE.L,Kier Group plc,Industrials,Engineering & Construction,1.33,197.09 - 201.60,201.00 - 206.62,3.91 - 9.53,204.50,327.23,1599812,6,1.181
@_,KIST.L,Kistos Holdings Plc,Energy,Oil & Gas E&P,0.17,160.00 - 168.55,163.00 - 175.00,3.00 - 15.00,171.50,853.25,161638,3,0.45
@_,KITW.L,Kitwave Group plc,Consumer Defensive,Food Distribution,2.00,235.00 - 239.68,243.51 - 255.00,8.51 - 20.00,245.00,485.11,1171073,6,0.822
@_,KLR.L,Keller Group plc,Industrials,Engineering & Construction,2.50,1357.27 - 1378.00,1396.00 - 1412.00,38.73 - 54.73,1402.00,218.19,153284,3,1.156
@_,KLSO.L,Kelso Group Holdings Plc,Financial Services,Asset Management,0.00,3.05 - 3.05,3.19 - 3.19,0.14 - 0.14,3.05,229.46,74429,3,1.647
@_,KMK.L,Kromek Group plc,Technology,Scientific & Technical Instruments,0.20,5.40 - 5.61,5.55 - 5.70,0.15 - 0.30,5.55,665.77,1033992,6,0.604
*_,KMR.L,Kenmare Resources plc,Basic Materials,Other Industrial Metals & Mining,0.60,323.98 - 335.00,328.98 - 343.88,4.99 - 19.90,332.00,477.42,81043,3,0.407
*_,KNOS.L,Kainos Group plc,Technology,Software Application,1.67,724.50 - 730.50,736.50 - 747.00,12.00 - 22.50,712.00,242.94,282447,4,0.735
@_,KOD.L,Kodal Minerals PLC,Basic Materials,Other Industrial Metals & Mining,5.00,0.24 - 0.24,0.40 - 0.40,0.16 - 0.16,0.35,3347.20,104894494,10,0.053
@_,KOO.L,Kooth plc,Healthcare,Health Information Services,1.00,187.00 - 187.00,194.00 - 194.00,7.00 - 7.00,190.00,182.00,46064,2,0.914
