I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk,Num of Trades
@_,PHGE,BiomX Inc.,Healthcare,Biotechnology,2.00,0.48 - 0.50,0.56 - 0.56,0.07 - 0.07,0.55,1426.88,1251260,6,1.429,2
@_,EEIQ,EpicQuest Education Group International Limited,Consumer Defensive,Education & Training Services,0.00,0.53 - 1.55,1.36 - 1.68,0.83 - 1.15,1.23,11514.75,21841520,8,0.982,4
*_,GLXG,Galaxy Payroll Group Limited,Industrials,Staffing & Employment Services,0.00,0.54 - 0.56,0.57 - 0.60,0.02 - 0.06,0.51,822.12,112750,3,UNKNOWN,3
*_,EDUC,Educational Development Corporation,Communication Services,Publishing,0.25,1.04 - 1.09,1.11 - 1.25,0.07 - 0.21,1.07,1570.00,566170,5,0.897,4
*_,MCVT,Mill City Ventures III  Ltd.,Financial Services,Credit Services,0.00,7.39 - 7.97,7.66 - 8.35,0.28 - 0.96,6.47,775.56,855140,5,1.492,3
*_,SVRE,SaverOne 2014 Ltd.,Technology,Scientific & Technical Instruments,0.00,1.94 - 2.01,2.02 - 2.09,0.08 - 0.15,2.00,1018.89,52950,3,0.925,5
@_,KZIA,Kazia Therapeutics Limited,Healthcare,Biotechnology,0.40,6.50 - 8.01,7.27 - 8.19,0.77 - 1.69,7.71,1285.68,18820,2,2.649,5
@_,EPWK,EPWK Holdings Ltd.,Technology,Software Application,0.50,0.41 - 0.42,0.46 - 0.46,0.05 - 0.05,0.45,1084.31,215750,4,UNKNOWN,2
*_,ABTS,Abits Group Inc.,Financial Services,Capital Markets,0.00,4.09 - 4.15,4.23 - 4.44,0.14 - 0.35,3.75,719.06,6800,1,3.21,3
@_,NVVE,Nuvve Holding Corp.,Consumer Cyclical,Specialty Retail,0.00,0.42 - 0.42,0.51 - 0.51,0.08 - 0.08,0.48,1066.32,827830,5,2.049,1
@_,CNFR,Conifer Holdings  Inc.,Financial Services,Insurance Property & Casualty,0.62,0.75 - 0.80,0.81 - 0.90,0.06 - 0.15,0.81,2111.28,13350,2,0.73,8
@_,WETH,Wetouch Technology Inc.,Real Estate,Real Estate Services,2.00,0.82 - 0.82,0.89 - 0.89,0.06 - 0.06,0.87,424.20,23470,2,0.053,1
@_,DRCT,Direct Digital Holdings  Inc.,Communication Services,Advertising Agencies,1.50,0.39 - 0.39,0.46 - 0.46,0.07 - 0.07,0.45,1789.97,365720,4,6.022,2
*_,FORD,Forward Industries  Inc.,Consumer Cyclical,Footwear & Accessories,0.00,12.48 - 15.19,13.99 - 15.45,1.51 - 2.97,10.75,2533.69,57840,3,0.605,11
*_,AIMD,Ainos  Inc.,Healthcare,Medical Devices,0.09,3.38 - 3.69,3.50 - 3.88,0.12 - 0.50,3.57,1504.84,171310,3,2.213,11
@_,MKZR,MacKenzie Realty Capital  Inc.,Real Estate,REIT Diversified,0.70,4.70 - 4.86,4.89 - 5.45,0.20 - 0.75,5.22,2430.28,70070,3,UNKNOWN,10
*_,IMNN,Imunon  Inc.,Healthcare,Biotechnology,0.20,6.28 - 6.86,6.41 - 6.99,0.13 - 0.71,6.53,1160.52,62450,3,2.163,10
*_,MIGI,Mawson Infrastructure Group Inc.,Financial Services,Capital Markets,0.40,0.43 - 0.45,0.45 - 0.46,0.02 - 0.03,0.42,1024.30,194960,3,3.905,5
@_,APRE,Aprea Therapeutics  Inc.,Healthcare,Biotechnology,0.00,1.56 - 1.56,1.68 - 1.68,0.12 - 0.12,1.64,384.60,27770,2,1.585,1
*_,DSS,DSS  Inc.,Consumer Cyclical,Packaging & Containers,0.17,0.83 - 0.85,0.84 - 0.88,0.01 - 0.05,0.84,1968.88,11660,2,1.346,18
@_,XFOR,X4 Pharmaceuticals  Inc.,Healthcare,Biotechnology,0.60,2.70 - 2.79,3.11 - 3.81,0.40 - 1.11,3.92,4575.37,20246200,8,0.597,5
*_,BMRA,Biomerica  Inc.,Healthcare,Medical Devices,0.00,2.91 - 4.08,3.07 - 4.36,0.16 - 1.45,3.46,4010.93,4107280,6,0.261,7
@_,ECDA,ECD Automotive Design  Inc.,Consumer Cyclical,Auto Manufacturers,0.00,0.13 - 0.13,0.14 - 0.14,0.01 - 0.01,0.14,1490.88,2732750,6,-0.501,4
@_,BTAI,BioXcel Therapeutics  Inc.,Healthcare,Biotechnology,1.50,4.38 - 5.35,5.83 - 5.88,1.45 - 1.50,4.97,2159.82,16724640,8,0.056,2
@_,BIYA,Baiya International Group Inc.,Technology,Software Application,0.00,0.55 - 0.56,0.56 - 0.59,0.01 - 0.04,0.56,1442.45,111100,3,UNKNOWN,8
@_,BFRI,Biofrontera Inc.,Healthcare,Drug Manufacturers Specialty & Generic,1.50,0.85 - 0.93,0.95 - 1.00,0.10 - 0.15,0.93,1408.93,46030,2,0.516,4
*_,MRM,MEDIROM Healthcare Technologies Inc.,Consumer Cyclical,Personal Services,0.00,2.15 - 2.46,2.20 - 2.57,0.05 - 0.41,1.76,2519.28,1766060,6,0.879,18
*_,MTR,Mesa Royalty Trust,Energy,Oil & Gas E&P,0.50,5.48 - 5.69,5.55 - 5.78,0.07 - 0.30,5.66,463.94,3110,1,0.482,6
@_,AWX,Avalon Holdings Corporation,Industrials,Waste Management,0.00,2.46 - 2.46,2.49 - 2.50,0.03 - 0.04,2.46,142.24,4100,1,0.691,2
@_,PETZ,TDH Holdings  Inc.,Consumer Cyclical,Restaurants,0.25,0.98 - 1.01,1.02 - 1.03,0.04 - 0.05,1.01,1311.23,4480,1,1.267,8
@_,PAVM,PAVmed Inc.,Healthcare,Medical Devices,1.00,0.43 - 0.44,0.45 - 0.47,0.02 - 0.04,0.47,1259.32,202330,4,1.083,6
*_,LVLU,Lulu's Fashion Lounge Holdings  Inc.,Consumer Cyclical,Apparel Retail,0.00,3.55 - 4.23,3.64 - 4.38,0.09 - 0.83,4.13,2884.27,38830,2,0.311,22
@_,ILAG,Intelligent Living Application Group Inc.,Industrials,Building Products & Equipment,1.00,0.50 - 0.51,0.56 - 0.57,0.06 - 0.07,0.55,1189.59,155420,3,1.368,2
@_,CDTG,CDT Environmental Technology Investment Holdings Limited,Industrials,Waste Management,0.44,0.56 - 0.60,0.59 - 0.64,0.03 - 0.08,0.61,2326.49,34100,2,UNKNOWN,9
*_,NCI,Neo-Concept International Group Holdings Limited,Consumer Cyclical,Apparel Manufacturing,0.14,1.66 - 1.76,1.76 - 1.86,0.10 - 0.20,1.71,1522.87,11250,2,UNKNOWN,7
*_,CLRO,ClearOne  Inc.,Technology,Communication Equipment,0.22,3.83 - 4.25,3.90 - 4.36,0.07 - 0.53,4.17,1445.98,8350,1,0.515,9
*_,SQFT,Presidio Property Trust  Inc.,Real Estate,REIT Diversified,0.06,4.90 - 5.19,5.19 - 5.49,0.29 - 0.59,4.99,3090.22,24670,2,1.32,16
@_,IMG,CIMG Inc.,Consumer Defensive,Packaged Foods,1.00,0.23 - 0.23,0.33 - 0.33,0.10 - 0.10,0.24,2221.20,12760600,8,1.032,1
@_,JTAI,Jet.AI Inc.,Technology,Software Application,2.00,3.08 - 3.11,3.42 - 3.44,0.34 - 0.36,3.42,1082.45,68730,3,-0.22,2
@_,CODX,Co-Diagnostics  Inc.,Healthcare,Medical Devices,0.67,0.27 - 0.28,0.33 - 0.35,0.06 - 0.08,0.32,3484.56,10026680,8,0.524,3
*_,LUCY,Innovative Eyewear  Inc.,Healthcare,Medical Instruments & Supplies,0.00,1.99 - 2.12,2.03 - 2.24,0.04 - 0.25,1.99,999.47,122330,3,3.211,6
@_,BIAF,bioAffinity Technologies  Inc.,Healthcare,Diagnostics & Research,1.50,0.23 - 0.24,0.26 - 0.26,0.03 - 0.03,0.25,1059.98,658780,5,2.549,2
@_,WCT,Wellchange Holdings Company Limited,Technology,Software Application,2.00,0.19 - 0.19,0.21 - 0.21,0.02 - 0.02,0.21,517.06,527080,5,UNKNOWN,1
@_,CYCN,Cyclerion Therapeutics  Inc.,Healthcare,Biotechnology,0.67,2.37 - 2.49,2.48 - 2.56,0.12 - 0.19,2.52,1678.56,20820,2,1.677,9
@_,MARPS,Marine Petroleum Trust,Energy,Oil & Gas Midstream,0.56,4.25 - 4.52,4.40 - 4.66,0.15 - 0.41,4.66,1354.77,8160,1,-0.062,9
@_,CLWT,Euro Tech Holdings Company Limited,Industrials,Pollution & Treatment Controls,0.25,1.15 - 1.19,1.20 - 1.23,0.05 - 0.08,1.23,598.32,14580,2,0.866,4
@_,AREB,American Rebel Holdings  Inc.,Consumer Cyclical,Footwear & Accessories,1.00,1.08 - 1.13,1.17 - 1.24,0.09 - 0.15,1.15,1124.56,260730,4,1.088,3
*_,MEGL,Magic Empire Global Limited,Financial Services,Capital Markets,0.00,1.41 - 1.42,1.44 - 1.50,0.03 - 0.09,1.38,635.96,10800,2,2.785,4
@_,PSIG,PS International Group Ltd.,Industrials,Integrated Freight & Logistics,1.20,0.35 - 0.37,0.40 - 0.47,0.05 - 0.13,0.40,3762.44,697760,5,-0.278,5
*_,FBGL,FBS Global Limited,Industrials,Engineering & Construction,0.11,0.51 - 0.54,0.54 - 0.57,0.03 - 0.06,0.52,2380.47,29490,2,UNKNOWN,9
@_,SCKT,Socket Mobile  Inc.,Technology,Computer Hardware,0.00,0.93 - 1.01,1.01 - 1.05,0.08 - 0.12,1.01,2074.86,23590,2,0.891,9
*_,ARBB,ARB IOT Group Limited,Technology,Information Technology Services,0.11,4.03 - 4.59,4.11 - 4.73,0.08 - 0.70,4.16,1050.73,7890,1,0.727,9
*_,SKK,UNKNOWN,Industrials,Engineering & Construction,0.33,0.40 - 0.51,0.43 - 0.54,0.03 - 0.14,0.48,2155.30,1277730,6,UNKNOWN,3
*_,ASTC,Astrotech Corporation,Technology,Scientific & Technical Instruments,0.50,5.10 - 5.18,5.19 - 5.47,0.09 - 0.37,5.05,543.91,3940,1,0.215,4
*_,ARTL,Artelo Biosciences  Inc.,Healthcare,Biotechnology,0.23,9.32 - 9.95,9.88 - 10.25,0.56 - 0.93,9.35,1711.44,18190,2,1.363,13
*_,YJ,Yunji Inc.,Consumer Cyclical,Internet Retail,1.33,1.70 - 1.73,1.74 - 1.80,0.04 - 0.10,1.67,554.05,3150,1,0.443,3
@_,KPRX,Kiora Pharmaceuticals  Inc.,Healthcare,Biotechnology,0.20,2.49 - 2.90,2.91 - 2.95,0.42 - 0.46,2.70,1322.61,116150,3,-0.643,5
*_,EVOK,Evoke Pharma  Inc.,Healthcare,Drug Manufacturers Specialty & Generic,0.00,4.75 - 6.29,4.81 - 6.66,0.06 - 1.92,5.55,3502.21,806220,5,-0.036,20
*_,SHFS,SHF Holdings  Inc.,Financial Services,Banks Regional,0.11,2.53 - 3.10,2.62 - 3.22,0.09 - 0.69,2.84,4903.23,219130,4,0.442,28
@_,AEON,AEON Biopharma  Inc.,Healthcare,Biotechnology,0.50,0.65 - 0.67,0.75 - 0.80,0.09 - 0.15,0.77,1743.59,98860,3,0.705,2
*_,RNAZ,TransCode Therapeutics  Inc.,Healthcare,Biotechnology,0.00,10.45 - 11.28,11.23 - 11.47,0.78 - 1.02,10.45,842.89,16230,2,1.475,5
@_,MSPR,UNKNOWN,Healthcare,Health Information Services,0.00,0.42 - 0.42,0.49 - 0.49,0.07 - 0.07,0.43,842.73,408650,4,-2.42,1
@_,EKSO,Ekso Bionics Holdings  Inc.,Healthcare,Medical Instruments & Supplies,0.30,3.07 - 3.31,3.18 - 3.48,0.11 - 0.41,3.56,1815.19,37600,2,0.892,10
*_,ULY,Urgent.ly Inc.,Technology,Software Application,0.44,4.50 - 5.09,4.70 - 5.33,0.20 - 0.83,4.62,2013.03,7600,1,UNKNOWN,9
*_,TRAW,Traws Pharma  Inc.,Healthcare,Biotechnology,0.00,1.50 - 1.68,1.59 - 1.85,0.09 - 0.35,1.41,1286.89,254380,4,1.14,5
@_,VRME,VerifyMe  Inc.,Industrials,Security & Protection Services,1.33,0.88 - 0.89,0.93 - 0.97,0.05 - 0.09,0.98,1072.99,368040,4,0.574,3
@_,MSN,Emerson Radio Corp.,Technology,Consumer Electronics,0.20,0.39 - 0.41,0.43 - 0.44,0.05 - 0.06,0.41,2386.82,662810,5,0.267,5
@_,GURE,Gulf Resources  Inc.,Basic Materials,Chemicals,0.36,0.63 - 0.71,0.72 - 0.75,0.08 - 0.11,0.76,3428.92,60330,3,0.214,14
*_,DWTX,Dogwood Therapeutics  Inc.,Healthcare,Biotechnology,0.17,4.73 - 5.06,4.85 - 5.43,0.12 - 0.70,4.95,1608.22,19600,2,1.816,12
*_,SNSE,Sensei Biotherapeutics  Inc.,Healthcare,Biotechnology,0.00,7.31 - 8.50,7.65 - 9.11,0.34 - 1.80,7.96,3755.67,18270,2,0.259,9
@_,INHD,Inno Holdings Inc.,Basic Materials,Steel,0.20,1.22 - 1.26,1.27 - 1.35,0.05 - 0.13,1.34,1693.51,31400,2,UNKNOWN,10
@_,MWG,Multi Ways Holdings Limited,Industrials,Rental & Leasing Services,2.00,0.21 - 0.21,0.29 - 0.29,0.08 - 0.08,0.23,1861.28,745500,5,0.949,1
@_,LDWY,Lendway  Inc.,Communication Services,Advertising Agencies,0.00,4.76 - 5.07,5.14 - 5.20,0.38 - 0.44,5.13,1009.93,2440,1,2.494,5
*_,TPET,Trio Petroleum Corp.,Energy,Oil & Gas E&P,0.20,1.01 - 1.07,1.06 - 1.14,0.05 - 0.13,1.05,904.18,132550,3,-5.293,5
@_,GXAI,Gaxos.ai Inc.,Communication Services,Electronic Gaming & Multimedia,1.20,1.10 - 2.24,1.94 - 2.38,0.84 - 1.28,2.10,7895.05,29669710,8,0.958,5
@_,KXIN,Kaixin Holdings,Consumer Cyclical,Auto & Truck Dealerships,0.50,0.69 - 0.71,0.74 - 0.81,0.05 - 0.12,0.72,2779.40,269940,4,1.06,6
*_,MBIO,Mustang Bio  Inc.,Healthcare,Biotechnology,0.29,1.62 - 1.73,1.74 - 1.86,0.12 - 0.24,1.64,1274.42,149740,3,2.229,7
@_,KRKR,36Kr Holdings Inc.,Communication Services,Advertising Agencies,1.00,4.50 - 5.09,4.79 - 5.23,0.29 - 0.73,5.05,1195.78,3610,1,0.699,4
*_,IMCC,IM Cannabis Corp.,Healthcare,Drug Manufacturers Specialty & Generic,0.25,2.18 - 2.68,2.30 - 2.83,0.12 - 0.65,2.31,2282.58,44580,2,2.069,12
@_,LCFY,Locafy Limited,Communication Services,Internet Content & Information,0.60,4.41 - 4.47,4.57 - 4.65,0.16 - 0.24,4.47,969.13,19250,2,1.787,5
*_,HWH,HWH International Inc.,Consumer Cyclical,Leisure,0.33,1.55 - 1.57,1.58 - 1.62,0.03 - 0.07,1.37,961.67,37340,2,-0.647,9
*_,TLPH,Talphera  Inc.,Healthcare,Drug Manufacturers Specialty & Generic,0.62,0.43 - 0.54,0.44 - 0.60,0.01 - 0.17,0.49,3429.09,6382200,7,-0.096,8
*_,TRNR,Interactive Strength Inc.,Consumer Cyclical,Personal Services,0.19,4.15 - 4.51,4.24 - 4.61,0.09 - 0.46,3.87,1421.06,119670,3,0.15,16
@_,BGLC,BioNexus Gene Lab Corp.,Basic Materials,Specialty Chemicals,0.00,5.21 - 5.22,5.31 - 5.39,0.10 - 0.18,5.63,258.42,57010,3,1.904,2
@_,LSH,Lakeside Holding Limited,Industrials,Integrated Freight & Logistics,0.17,0.84 - 0.87,0.87 - 0.89,0.03 - 0.05,0.86,939.64,23740,2,UNKNOWN,6
@_,ALZN,Alzamend Neuro  Inc.,Healthcare,Biotechnology,0.50,2.31 - 2.36,2.38 - 2.52,0.08 - 0.21,2.50,1351.08,76480,3,-0.323,8
@_,IFBD,Infobird Co.  Ltd,Technology,Software Application,1.00,0.98 - 1.01,1.03 - 1.04,0.05 - 0.06,1.04,804.95,6330,1,1.684,4
@_,SSY,Stratasys Ltd.,Technology,Computer Hardware,1.00,0.91 - 0.95,1.02 - 1.20,0.11 - 0.29,1.12,1919.16,247016,4,1.148,2
*_,DUO,Fangdd Network Group Ltd.,Real Estate,Real Estate Services,0.00,1.69 - 1.69,1.77 - 1.77,0.08 - 0.08,1.45,236.40,155590,3,UNKNOWN,1
@_,SEED,Origin Agritech Limited,Basic Materials,Agricultural Inputs,0.00,0.98 - 1.06,1.07 - 1.13,0.09 - 0.15,1.10,3791.41,22730,2,1.477,16
*_,SSKN,STRATA Skin Sciences  Inc.,Healthcare,Medical Devices,0.50,1.67 - 1.88,1.73 - 1.92,0.06 - 0.25,1.75,1442.73,12510,2,0.664,10
@_,LNKS,Linkers Industries Limited,Industrials,Electrical Equipment & Parts,0.20,0.50 - 0.50,0.52 - 0.54,0.02 - 0.04,0.51,1296.96,34940,2,UNKNOWN,5
@_,IBO,Impact BioMedical Inc.,Healthcare,Biotechnology,2.00,0.53 - 0.59,0.62 - 0.62,0.08 - 0.08,0.59,1094.79,215280,4,UNKNOWN,2
*_,PTLE,PTL Limited,Consumer Cyclical,Specialty Retail,0.00,0.18 - 0.18,0.20 - 0.20,0.02 - 0.02,0.17,547.04,393360,4,UNKNOWN,1
*_,CAPS,Capstone Holding Corp.,Basic Materials,Building Materials,0.00,1.23 - 1.42,1.26 - 1.45,0.03 - 0.22,1.07,1534.32,105180,3,-0.803,6
*_,INAB,IN8bio  Inc.,Healthcare,Biotechnology,0.12,2.25 - 2.33,2.34 - 2.42,0.09 - 0.18,2.26,1102.72,69780,3,0.008,8
*_,YCBD,cbdMD  Inc.,Healthcare,Drug Manufacturers Specialty & Generic,0.00,0.87 - 0.92,0.91 - 0.95,0.04 - 0.08,0.67,3535.45,183770,3,2.171,20
@_,GNPX,Genprex  Inc.,Healthcare,Biotechnology,0.00,0.14 - 0.14,0.18 - 0.18,0.04 - 0.04,0.17,1396.64,11995200,8,-0.517,1
*_,MNTS,Momentus Inc.,Industrials,Aerospace & Defense,0.00,1.64 - 2.19,1.75 - 2.40,0.11 - 0.76,1.45,3689.30,34564430,8,1.128,5
*_,TNON,Tenon Medical  Inc.,Healthcare,Medical Devices,0.83,1.40 - 1.54,1.42 - 1.74,0.02 - 0.34,1.49,1786.93,982260,5,1.236,6
@_,RDGT,Ridgetech  Inc.,Healthcare,Pharmaceutical Retailers,0.00,1.15 - 1.17,1.26 - 1.30,0.11 - 0.15,1.25,1036.62,4810,1,-0.046,2
@_,INTS,Intensity Therapeutics  Inc.,Healthcare,Biotechnology,1.00,0.28 - 0.28,0.32 - 0.32,0.03 - 0.04,0.31,1410.64,4188700,6,3.78,2
*_,AMBO,Ambow Education Holding Ltd.,Consumer Defensive,Education & Training Services,0.08,2.78 - 3.95,3.09 - 4.11,0.31 - 1.33,3.48,6498.08,68970,3,0.568,24
@_,PMAX,Powell Max Limited,Industrials,Specialty Business Services,5.00,0.32 - 0.32,0.36 - 0.36,0.04 - 0.04,0.33,632.68,202900,4,UNKNOWN,1
@_,LEGT,Legato Merger Corp. III,Financial Services,Shell Companies,2.00,10.69 - 10.69,10.80 - 10.80,0.11 - 0.11,10.73,51.37,6860,1,UNKNOWN,1
@_,CDIO,Cardio Diagnostics Holdings  Inc.,Healthcare,Biotechnology,0.62,3.42 - 3.77,3.74 - 3.88,0.32 - 0.46,3.74,1546.49,34340,2,2.911,8
*_,ZBAI,ATIF Holdings Limited,Financial Services,Capital Markets,0.10,4.93 - 5.94,5.19 - 6.13,0.26 - 1.20,5.74,3585.18,35110,2,-0.886,21
*_,JDZG,JIADE Limited,Technology,Information Technology Services,0.00,1.75 - 1.96,1.79 - 2.03,0.04 - 0.28,1.84,1897.18,140200,3,UNKNOWN,12
@_,BQ,Boqii Holding Limited,Consumer Cyclical,Specialty Retail,0.62,2.35 - 2.68,2.40 - 2.77,0.06 - 0.42,2.84,1347.58,14530,2,UNKNOWN,8
@_,RVYL,Ryvyl Inc.,Technology,Software Infrastructure,1.67,0.29 - 0.29,0.32 - 0.33,0.04 - 0.04,0.31,1899.88,11191010,8,3.547,3
@_,BTBD,BT Brands  Inc.,Consumer Cyclical,Restaurants,0.12,1.59 - 1.78,1.62 - 1.81,0.03 - 0.22,1.78,2954.99,112200,3,0.843,25
@_,HCWB,HCW Biologics Inc.,Healthcare,Biotechnology,0.00,2.80 - 2.80,3.47 - 3.47,0.67 - 0.67,3.45,1195.95,33160,2,0.667,1
*_,GIPR,Generation Income Properties  Inc.,Real Estate,REIT Diversified,0.83,0.80 - 1.02,0.93 - 1.09,0.13 - 0.29,0.96,2727.30,63000,3,-0.066,6
@_,POAI,Predictive Oncology Inc.,Healthcare,Health Information Services,0.17,0.81 - 0.88,0.88 - 0.92,0.08 - 0.11,0.95,3833.24,222350,4,1.188,24
*_,VMAR,Vision Marine Technologies Inc.,Consumer Cyclical,Recreational Vehicles,0.00,3.09 - 3.39,3.14 - 3.46,0.05 - 0.37,1.55,184.08,2946670,6,0.229,2
*_,BBGI,Beasley Broadcast Group  Inc.,Communication Services,Broadcasting,0.33,4.40 - 4.57,4.60 - 4.84,0.20 - 0.44,4.55,2011.33,7630,1,0.404,12
*_,NWTG,Newton Golf Company  Inc.,Consumer Cyclical,Leisure,1.00,1.66 - 1.88,1.72 - 1.98,0.06 - 0.32,1.76,1498.80,159320,3,4.699,6
@_,ADIL,Adial Pharmaceuticals  Inc.,Healthcare,Biotechnology,0.40,0.36 - 0.37,0.38 - 0.38,0.01 - 0.02,0.38,817.56,672860,5,1.006,5
@_,MITQ,Moving iMage Technologies  Inc.,Technology,Communication Equipment,0.43,0.69 - 0.70,0.72 - 0.73,0.03 - 0.04,0.71,1504.27,45100,2,0.422,7
@_,HIHO,Highway Holdings Limited,Industrials,Metal Fabrication,2.00,1.57 - 1.61,1.69 - 1.71,0.12 - 0.14,1.66,692.58,7420,1,0.252,2
@_,PPBT,Purple Biotech Ltd,Healthcare,Biotechnology,0.00,2.14 - 2.27,2.26 - 2.39,0.12 - 0.26,2.30,2194.72,15110,2,-0.577,13
@_,FGI,FGI Industries Ltd.,Consumer Cyclical,Furnishings  Fixtures & Appliances,0.00,3.41 - 3.73,3.55 - 4.00,0.13 - 0.59,4.00,2385.28,27250,2,1.363,14
*_,SISI,Shineco  Inc.,Consumer Defensive,Farm Products,0.00,4.81 - 6.50,5.50 - 7.55,0.69 - 2.74,5.94,5253.47,3139530,6,-0.916,5
@_,PLRZ,Polyrizon Ltd.,Healthcare,Biotechnology,0.33,1.05 - 1.06,1.08 - 1.21,0.03 - 0.16,1.08,1371.21,690840,5,UNKNOWN,6
*_,EDBL,Edible Garden AG Incorporated,Consumer Defensive,Farm Products,1.00,2.02 - 2.09,2.13 - 2.17,0.11 - 0.15,1.90,929.27,130730,3,2.072,4
@_,ADXN,Addex Therapeutics Ltd,Healthcare,Biotechnology,1.00,7.52 - 7.94,7.84 - 8.73,0.32 - 1.21,8.73,1074.29,960,1,1.986,3
*_,GITS,Global Interactive Technologies  Inc.,Communication Services,Internet Content & Information,0.33,2.15 - 2.24,2.27 - 2.36,0.12 - 0.21,2.20,1390.07,39310,2,-0.862,6
*_,WHLR,Wheeler Real Estate Investment Trust  Inc.,Real Estate,REIT Retail,1.50,1.97 - 1.97,2.28 - 2.36,0.31 - 0.39,1.74,1776.60,677600,5,1.564,2
*_,OBLG,Oblong  Inc.,Technology,Software Application,0.22,3.26 - 3.83,3.30 - 3.89,0.04 - 0.63,3.47,2063.43,99260,3,3.779,23
*_,SLXN,Silexion Therapeutics Corp,Healthcare,Biotechnology,0.30,7.14 - 7.26,7.26 - 7.42,0.12 - 0.28,7.18,802.98,26870,2,0.083,10
*_,SBFM,Sunshine Biopharma  Inc.,Healthcare,Drug Manufacturers Specialty & Generic,0.00,1.44 - 1.45,1.51 - 1.51,0.07 - 0.07,1.40,449.92,34440,2,0.24,2
@_,UUU,Universal Safety Products  Inc,Industrials,Building Products & Equipment,0.19,3.06 - 3.55,3.15 - 3.64,0.09 - 0.58,3.57,2113.79,52670,3,-0.57,16
@_,IDAI,T Stamp Inc.,Technology,Software Application,0.15,2.70 - 2.96,2.74 - 3.05,0.04 - 0.35,3.03,1880.45,22280,2,0.374,13
@_,CELZ,Creative Medical Technology Holdings  Inc.,Healthcare,Biotechnology,0.75,2.98 - 3.17,3.08 - 3.25,0.10 - 0.27,3.20,1349.52,215500,4,4.928,8
*_,STRR,Star Operating Companies  Inc,Healthcare,Diagnostics & Research,0.30,2.02 - 2.38,2.15 - 2.45,0.13 - 0.43,2.13,2146.69,264680,4,0.938,10
@_,MYNZ,Mainz Biomed N.V.,Healthcare,Diagnostics & Research,0.10,1.52 - 1.85,1.69 - 1.90,0.17 - 0.38,1.77,2986.94,151920,3,0.253,21
*_,IPDN,Professional Diversity Network  Inc.,Industrials,Staffing & Employment Services,0.00,2.12 - 2.17,2.18 - 2.22,0.06 - 0.10,2.11,1584.60,43890,2,2.169,13
@_,SDOT,Sadot Group Inc.,Consumer Defensive,Farm Products,1.00,0.86 - 0.88,0.92 - 0.96,0.06 - 0.10,0.92,1200.71,155230,3,0.916,3
*_,NLSP,NLS Pharmaceutics AG,Healthcare,Biotechnology,0.14,2.14 - 2.73,2.24 - 2.80,0.10 - 0.65,2.62,3070.87,211310,4,0.137,22
*_,SINT,Sintx Technologies  Inc.,Healthcare,Medical Devices,0.38,2.87 - 3.55,2.94 - 3.66,0.07 - 0.79,3.49,2630.74,59040,3,0.651,13
@_,APLM,Apollomics  Inc.,Healthcare,Biotechnology,1.00,5.50 - 6.13,5.98 - 6.24,0.48 - 0.74,6.04,1306.19,20110,2,0.913,5
*_,GTBP,GT Biopharma  Inc.,Healthcare,Biotechnology,3.00,1.19 - 1.19,1.50 - 1.50,0.31 - 0.31,1.10,1302.31,147180,3,1.333,1
@_,EONR,EON Resources Inc.,Energy,Oil & Gas E&P,3.00,0.28 - 0.31,0.37 - 0.38,0.08 - 0.10,0.34,2718.23,1246220,6,-1.028,2
*_,ELWS,Earlyworks Co.  Ltd,Technology,Software Application,0.44,2.78 - 3.97,2.87 - 4.11,0.09 - 1.33,2.91,1551.60,54480,3,1.91,9
@_,XYLO,UNKNOWN,Healthcare,Medical Devices,2.00,5.02 - 5.07,5.13 - 5.15,0.11 - 0.13,5.07,188.64,3300,1,0.171,2
@_,PCSA,Processa Pharmaceuticals  Inc.,Healthcare,Biotechnology,1.00,0.20 - 0.20,0.22 - 0.22,0.02 - 0.02,0.22,512.02,3199050,6,1.311,1
*_,SOPA,Society Pass Incorporated,Technology,Software Application,0.50,1.23 - 1.60,1.34 - 1.63,0.11 - 0.40,1.39,3458.33,205410,4,1.8,12
*_,SOBR,SOBR Safe  Inc.,Technology,Scientific & Technical Instruments,0.43,3.43 - 3.46,3.48 - 3.58,0.05 - 0.15,3.36,710.65,26730,2,0.032,7
@_,NEHC,Loomis Sayles High Income C,UNKNOWN,UNKNOWN,0.00,0.38 - 0.38,0.46 - 0.46,0.08 - 0.08,0.45,1066.64,1959176,6,0.187,1
*_,PMCB,PharmaCyte Biotech  Inc.,Healthcare,Biotechnology,0.00,0.85 - 1.03,0.88 - 1.07,0.03 - 0.22,0.97,4097.34,195090,3,-0.29,19
@_,RSLS,UNKNOWN,UNKNOWN,UNKNOWN,0.29,8.16 - 16.24,13.20 - 16.71,5.04 - 8.55,nan,7253.64,1481984,6,1.898,7
*_,CREV,Carbon Revolution Public Limited Company,Consumer Cyclical,Auto Parts,0.12,4.16 - 4.59,4.23 - 4.72,0.07 - 0.56,4.33,1177.36,40130,2,-1.254,8
*_,ONFO,Onfolio Holdings  Inc.,Communication Services,Internet Content & Information,0.56,1.04 - 1.07,1.08 - 1.25,0.04 - 0.21,1.05,1929.19,35780,2,1.869,9
